Betancur_R_ID	FishBase_ID	CLADE	Family	Infraorder	Suborder	Order	Superorder	Subseries	Series	Subdivision	Division	Subsection	Section	Infracohort	Subcohort	Cohort	Supercohort	Megacohort	Infraclass	Subclass	Class	Superclass	Megaclass	Validity	Examined_not_examined	Monophyly
Ammocrypta_beanii_E00187	Ammocrypta-beanii	Clade42	Percidae		Percoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Ammocrypta_meridiana_E00148	Ammocrypta-meridiana	Clade42	Percidae		Percoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Ammocrypta_pellucida_E00149	Ammocrypta-pellucida	Clade42	Percidae		Percoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Ammodytes_dubius_N02375	Ammodytes-dubius	Clade42	Ammodytidae			Uranoscopiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Ammodytes_hexapterus_E00414	Ammodytes-hexapterus	Clade42	Ammodytidae			Uranoscopiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Amphiprion_clarkii_E00196	Amphiprion-clarkii	Clade41	Pomacentridae			Incertae sedis in Ovalentaria			Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Amphiprion_ocellaris_E00193	Amphiprion-ocellaris	Clade41	Pomacentridae			Incertae sedis in Ovalentaria			Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Amphistichus_argenteus_E00129	Amphistichus-argenteus	Clade41	Embiotocidae			Incertae sedis in Ovalentaria			Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Anampses_lineatus_E00932	Anampses-lineatus	Clade42	Labridae			Labriformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Anaora_tentaculata	Anaora-tentaculata	Clade37	Callionymidae		Callionymoidei	Syngnathiformes			Syngnatharia	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Anarhichas_denticulatus_E00787	Anarhichas-denticulatus	Clade42	Anarhichadidae	Zoarcales	Cottoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Anarhichas_orientalis_lupus_E00117	Anarhichas-orientalis	Clade42	Anarhichadidae	Zoarcales	Cottoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Anarrhichthys_ocellatus_E00119	Anarrhichthys-ocellatus	Clade42	Anarhichadidae	Zoarcales	Cottoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Ancistrus_leucostictus_P1_G08_RG68	Ancistrus-leucostictus	Clade14a	Loricariidae		Loricarioidei	Siluriformes	Siluriphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Ancylopsetta_ommata_E00001	Ancylopsetta-ommata	Clade40	Paralichthyidae		Pleuronectoidei	Pleuronectiformes			Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Anguilla_rostrata_G01202	Anguilla-rostrata	Clade06d	Anguillidae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Anisotremus_surinamensis_N17175	Anisotremus-surinamensis	Clade42	Haemulidae			Lutjaniformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Anisotremus_virginicus_E00200	Anisotremus-virginicus	Clade42	Haemulidae			Lutjaniformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Anomalops_katoptron_M02573	Anomalops-katoptron	Clade31	Anomalopidae			Trachichthyiformes				Berycimorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Anoplocapros_lenticularis_G01533	Anoplocapros-lenticularis	Clade42	Aracanidae		Ostracioidei	Tetraodontiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Anoplogaster_cornuta_E00662	Anoplogaster-cornuta	Clade31	Anoplogastridae			Trachichthyiformes				Berycimorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Anoplopoma_fimbria_E00423	Anoplopoma-fimbria	Clade42	Anoplopomatidae	Anoplopomatales	Cottoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Anostomus_ternetzi_P1_A06_RG74	Anostomus-ternetzi	Clade12b	Anostomidae		Characoidei	Characiformes	Characiphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Anotopterus_pharao_E00964	Anotopterus-pharao	Clade23	Alepisauridae		Alepisauroidei	Aulopiformes							Cyclosquamata	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Antennatus_coccineus_E01092	Antennatus-coccineus	Clade42	Antennariidae		Antennarioidei	Lophiiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Antennatus_nummifer_E00587	Antennatus-nummifer	Clade42	Antennariidae		Antennarioidei	Lophiiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Anthias_nicholsi_E00447	Anthias-nicholsi	Clade42	Serranidae		Serranoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Antigonia_capros_E01024	Antigonia-capros	Clade42	Caproidae			Caproiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Antigonia_rubescens_N05907	Antigonia-rubescens	Clade42	Caproidae			Caproiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Antimora_microlepis_E00419	Antimora-microlepis	Clade29	Moridae			Gadiformes		Gadariae	Zeiogadaria		Paracanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Antimora_rostrata_E00786	Antimora-rostrata	Clade29	Moridae			Gadiformes		Gadariae	Zeiogadaria		Paracanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Apareiodon_orinocoensis_P1_H06_RG49	Apareiodon-orinocensis	Clade12b	Parodontidae		Characoidei	Characiformes	Characiphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Apeltes_quadracus_E00791	Apeltes-quadracus	Clade42	Gasterosteidae	Gasterosteales	Cottoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aphanopus_carbo_E00274	Aphanopus-carbo	Clade36	Trichiuridae			Scombriformes			Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aphareus_furca_E00563	Aphareus-furca	Clade42	Lutjanidae			Lutjaniformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aphredoderus_sayanus_E00151	Aphredoderus-sayanus	Clade26	Aphredoderidae			Percopsiformes			Percopsaria		Paracanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Aphyocharax_dentatus_P3_F05_RG58	Aphyocharax-dentatus	Clade12b	Characidae		Characoidei	Characiformes	Characiphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aplochiton_taeniatus_G01517	Aplochiton-taeniatus	Clade17	Galaxiidae			Galaxiiformes									Protacanthopterygii	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aplodactylus_arctidens_M01536	Aplodactylus-arctidens	Clade42	Aplodactylidae		Cirrhitoidei	Centrarchiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aplodactylus_etheridgii_M01537	Aplodactylus-etheridgii	Clade42	Aplodactylidae		Cirrhitoidei	Centrarchiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aplodinotus_grunniens_E01108	Aplodinotus-grunniens	Clade42	Sciaenidae			Incertae sedis in Eupercaria			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Apogon_campbelli_E01069	Apogon-campbelli	Clade38a	Apogonidae		Apogonoidei	Kurtiformes			Gobiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Apolemichthys_trimaculatus_E00839	Apolemichthys-trimaculatus	Clade42	Pomacanthidae			Incertae sedis in Eupercaria			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aporops_bilinearis_E00531	Aporops-bilinearis	Clade42	Serranidae		Serranoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aprion_virescens_E00828	Aprion-virescens	Clade42	Lutjanidae			Lutjaniformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Apsilus_dentatus_E00770	Apsilus-dentatus	Clade42	Lutjanidae			Lutjaniformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Apternotus_sp_P1_H12_RG56	Apternotus-sp	Clade13	Apteronotidae		Sternopygoidei	Gymnotiformes	Siluriphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Apteronotus_albifrons_P1_C09_RG93	Apteronotus-albifrons	Clade13	Apteronotidae		Sternopygoidei	Gymnotiformes	Siluriphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aracana_aurita_G01205	Aracana-aurita	Clade42	Aracanidae		Ostracioidei	Tetraodontiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Arapaima_gigas_G01206	Arapaima-gigas	Clade07b	Osteoglossidae			Osteoglossiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Archamia_biguttata_E00522	Archamia-biguttata	Clade38a	Apogonidae		Apogonoidei	Kurtiformes			Gobiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Archoplites_interruptus_N01722	Archoplites-interruptus	Clade42	Centrarchidae		Centrarchoidei	Centrarchiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Archosargus_probatocephalus_E00249	Archosargus-probatocephalus	Clade42	Sparidae			Spariformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Arcos_sp_E00102	Arcos-sp	Clade41	Gobiesocidae			Gobiesociformes	Blenniimorphae		Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Argentina_sialis_silus_E00352	Argentina-sialis	Clade16	Argentinidae			Argentiniformes									Protacanthopterygii	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Argentina_striata_E01031	Argentina-striata	Clade16	Argentinidae			Argentiniformes									Protacanthopterygii	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Argyropelecus_affinis_E00062	Argyropelecus-affinis	Clade21	Sternoptychidae		Stomiatoidei	Stomiatiformes									Stomiati	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Argyropelecus_gigas_G01207	Argyropelecus-gigas	Clade21	Sternoptychidae		Stomiatoidei	Stomiatiformes									Stomiati	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Argyrops_spinifer_M01668	Argyrops-spinifer	Clade42	Sparidae			Spariformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Argyrozona_argyrozona_E00802	Argyrozona-argyrozona	Clade42	Sparidae			Spariformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Ariomma_bondi_E01126	Ariomma-bondi	Clade36	Ariommatidae			Scombriformes			Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Ariomma_melanum_E00665	Ariomma-melanum	Clade36	Ariommatidae			Scombriformes			Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aristostomias_scintillans_E00065	Aristostomias-scintillans	Clade21	Stomiidae		Stomiatoidei	Stomiatiformes									Stomiati	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Arnoglossus_blachei_E01160	Arnoglossus-blachei	Clade40	Bothidae		Pleuronectoidei	Pleuronectiformes			Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Arnoglossus_imperialis_E01163	Arnoglossus-imperialis	Clade40	Bothidae		Pleuronectoidei	Pleuronectiformes			Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Arothron_hispidus_E00985	Arothron-hispidus	Clade42	Tetraodontidae		Tetraodontoidei	Tetraodontiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Arothron_nigropunctatus_N31143	Arothron-nigropunctatus	Clade42	Tetraodontidae		Tetraodontoidei	Tetraodontiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Arrhamphus_sclerolepis_G01209	Arrhamphus-sclerolepis	Clade41	Hemiramphidae		Belonoidei	Beloniformes	Atherinomorphae		Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Arripis_georgianus_M01539	Arripis-georgianus	Clade36	Arripidae			Scombriformes			Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
