Group	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_area	fao_status
Aprion_virescens_E00828	Green jobfish	Reports of ciguatera poisoning	Least Concern	LC	highly commercial		yes		commercial	0	0	1	reef-associated		0	180	Tropical	15.4		Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Apsilus_dentatus_E00770	Black snapper	Reports of ciguatera poisoning	Least Concern	LC	minor commercial					0	0	1	reef-associated		100	300	Tropical	3.2		Atlantic, Western Central	endemic
Apternotus_sp_P1_H12_RG56										0	0	0									
Apteronotus_albifrons_P1_C09_RG93	Black ghost	Harmless	Not Evaluated	NE	of no interest				commercial	1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Aracana_aurita_G01205	Striped cowfish	Harmless	Not Evaluated	NE						0	0	1	demersal		10	200	Temperate			Indian Ocean, Eastern; Pacific, Southwest	native
Arapaima_gigas_G01206	Arapaima	Harmless	Data deficient	DD	commercial	commercial	yes		public aquariums	1	0	0	demersal				Tropical	200		America, South - Inland waters; Asia - Inland waters	native
Archamia_biguttata_E00522	Twinspot cardinalfish	Harmless	Not Evaluated	NE						0	0	1	reef-associated		0	33	Tropical				
Archoplites_interruptus_N01722	Sacramento perch	Harmless	Endangered	EN						1	0	0	benthopelagic				Temperate	1.4	9	America, North - Inland waters	endemic
Archosargus_probatocephalus_E00249	Sheepshead	Harmless	Least Concern	LC	commercial		yes		public aquariums	0	1	1	reef-associated		15		Subtropical	9.6		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Arcos_sp_E00102										0	0	0									
Argentina_sialis_silus_E00352	North-Pacific argentine	Harmless	Least Concern	LC						0	1	1	demersal		11	325	Deep-water	0	5	Pacific, Eastern Central; Pacific, Northeast	native
Argentina_striata_E01031	Striated argentine	Harmless	Least Concern	LC	of potential interest					0	0	1	bathypelagic		100	600	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest; Pacific, Southeast	native
Argyropelecus_affinis_E00062	Pacific hatchet fish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic	oceanodromous	1	3872	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Pacific, Northeast	native
Argyropelecus_gigas_G01207	Hatchetfish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		300	1000	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Atlantic, Southeast; Pacific, Southeast	native
Argyrops_spinifer_M01668	King soldier bream	Harmless	Least Concern	LC	commercial					0	0	1	demersal		1	450	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest; Atlantic, Southeast	native
Argyrozona_argyrozona_E00802	Carpenter seabream	Harmless	Near Threatened	NT	minor commercial		yes			0	0	1	benthopelagic		20	200	Subtropical	3.5	27	Indian Ocean, Western; Atlantic, Southeast	native
Ariomma_bondi_E01126	Silver-rag driftfish	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal		50	500	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast	native
Ariomma_melanum_E00665	Brown driftfish	Harmless	Least Concern	LC	minor commercial					0	0	1	bathydemersal		180	600	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast	native
Aristostomias_scintillans_E00065	Shiny loosejaw	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		0	1219	Deep-water		7	Pacific, Southwest; Pacific, Eastern Central; Pacific, Northeast	questionable
Arnoglossus_blachei_E01160										0	0	0									
Arnoglossus_imperialis_E01163	Imperial scaldfish	Harmless	Least Concern	LC	commercial					0	0	1	demersal		20	350	Subtropical			Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southeast; Mediterranean and Black Sea	native
Arothron_hispidus_E00985	White-spotted puffer	Poisonous to eat	Least Concern	LC	minor commercial				commercial	0	1	1	reef-associated	non-migratory	1	50	Tropical	2		Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Arothron_nigropunctatus_N31143	Blackspotted puffer	Poisonous to eat	Least Concern	LC					public aquariums	0	0	1	reef-associated		3	25	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Arrhamphus_sclerolepis_G01209	Northern snubnose garfish									0	0	0					Tropical				
Arripis_georgianus_M01539	Australian herring	Harmless	Not Evaluated	NE	commercial		yes			0	1	1	pelagic-neritic		1		Temperate	0.8	7	Indian Ocean, Eastern	endemic
Arripis_trutta_M01540	Australian salmon	Harmless	Not Evaluated	NE	commercial		yes	usually		0	1	1	pelagic-neritic	anadromous	30	39	Subtropical	9.4	26	Indian Ocean, Eastern; Pacific, Southwest; Pacific, Western Central	native
Arripis_truttacea_M01541	Western Australian salmon	Harmless	Not Evaluated	NE	commercial		yes	usually		0	1	1	benthopelagic		0	80	Subtropical	10.5	9	Indian Ocean, Eastern	endemic
Artedidraco_orianae_G01525		Harmless	Not Evaluated	NE	of no interest					0	0	1	demersal		82	801	Polar			Indian Ocean, Antarctic; Atlantic, Antarctic; Pacific, Antarctic	questionable
Artediellus_uncinatus_N10447	Arctic hookear sculpin	Harmless	Not Evaluated	NE						0	0	1	demersal		13	598	Polar			Atlantic, Northwest; Atlantic, Northeast; Arctic Ocean	native
Aseraggodes_heemstrai_E00582		Harmless	Not Evaluated	NE						0	0	1	reef-associated		15	39	Tropical			Indian Ocean, Western	endemic
Aseraggodes_kobensis_E00075		Harmless	Not Evaluated	NE						0	0	1	demersal		80	100	Temperate			Pacific, Western Central; Pacific, Northwest	native
Aspidophoroides_monopterygius_N01986	Alligatorfish	Harmless	Not Evaluated	NE						0	0	1	demersal		0	695	Temperate			Atlantic, Northwest; Atlantic, Western Central; Pacific, Northwest; Pacific, Northeast; Arctic Ocean	native
Assurger_anzac_G01210	Razorback scabbardfish	Harmless	Not Evaluated	NE	subsistence fisheries					0	0	1	benthopelagic		150	400	Tropical			Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Western Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Astatotilapia_burtoni_G01518		Harmless	Least Concern	LC	subsistence fisheries				commercial	1	0	0	benthopelagic	non-migratory			Tropical			Africa-Inland Waters	endemic
Asterorhombus_cocosensis_E00904	Cocos Island flounder	Harmless	Least Concern	LC						0	0	1	demersal		1	30	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Asterropteryx_semipunctata_E01089	Starry goby	Harmless	Not Evaluated	NE					commercial	0	0	1	reef-associated		1	20	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Astrapogon_puncticulatus_E00109	Blackfin cardinalfish	Harmless	Least Concern	LC						0	0	1	reef-associated		0	8	Tropical			Atlantic, Western Central; Atlantic, Southwest	native
Astrapogon_stellatus_N03004	Conchfish	Harmless	Data deficient	DD					commercial	0	0	1	reef-associated		1	40	Tropical			Atlantic, Western Central; Atlantic, Southwest	native
Astroblepus_sp_P02_E04_RG21										0	0	0									
Astronesthes_leucopogon_M30297		Harmless	Least Concern	LC						0	0	1	bathypelagic		0	500	Deep-water			Atlantic, Northwest; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southeast	native
Astroscopus_ygraecum_E01028	Southern stargazer	Venomous	Least Concern	LC						0	0	1	reef-associated		2	100	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Astyanax_abramoides_P1_H01_RG11		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical				
Ateleopus_japonicus_G01213	Pacific jellynose fish	Harmless	Least Concern	LC	of no interest					0	0	1	bathydemersal		140	600	Deep-water			Indian Ocean, Eastern; Pacific, Western Central; Pacific, Northwest	native
Atheresthes_evermanni_E00055	Kamchatka flounder	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		20	1200	Temperate	8.5	33	Pacific, Northwest; Pacific, Northeast	native
Atherinomorus_lacunosus_E00548	Wide-banded hardyhead silverside	Harmless	Not Evaluated	NE	commercial			usually		1	1	1	reef-associated		1	39	Subtropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Asia - Inland waters; Pacific, Northwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Atherinomorus_stipes_E00115	Hardhead silverside	Harmless	Least Concern	LC	minor commercial			usually		1	1	1	reef-associated				Subtropical			Atlantic, Western Central; America, North - Inland waters; Atlantic, Southwest; Pacific, Southeast	native
Atherinomorus_vaigiensis_E00181	Ogilbys hardyhead	Harmless	Not Evaluated	NE	minor commercial					0	1	1	pelagic-neritic				Subtropical		2	Indian Ocean, Eastern; Pacific, Southwest; Pacific, Western Central	native
Atherinopsis_californiensis_E00121	Jack silverside	Harmless	Least Concern	LC	commercial					0	0	1	pelagic-neritic			30	Subtropical		11	Pacific, Eastern Central; Pacific, Northeast	native
Atractoscion_nobilis_E00125	White weakfish	Harmless	Least Concern	LC	minor commercial		yes			0	0	1	demersal		0	122	Subtropical	41	20	Pacific, Eastern Central; Pacific, Northeast	native
Atractosteus_spatula_G01214	Alligator gar	Harmless	Least Concern	LC	minor commercial		yes		public aquariums	1	1	0	demersal		0		Subtropical	137		America, North - Inland waters	endemic
Atractosteus_tropicus_G01215	Tropical gar	Poisonous to eat	Least Concern	LC						1	0	0	demersal				Tropical	2.9		America, North - Inland waters	endemic
Atrosalarias_fuscus_E00525		Harmless	Least Concern	LC						0	0	1	reef-associated		2	12	Tropical			Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Atule_mate_E00942	Yellowtail scad	Harmless	Least Concern	LC	minor commercial		yes			0	1	1	reef-associated		1	80	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Auchenipterichthys_longimanus_P02_F12_RG66		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical	0.112		America, South - Inland waters	endemic
Aulichthys_japonicus_G01216	Tubenose	Harmless	Least Concern	LC						0	0	1	benthopelagic				Temperate			Pacific, Northwest	endemic
Aulopus_filamentosus_E00502	Royal flagfin	Harmless	Least Concern	LC	commercial					0	0	1	demersal		50	1000	Subtropical			Atlantic, Western Central; Atlantic, Eastern Central; Mediterranean and Black Sea	native
Aulorhynchus_flavidus_G01217	Tube-snout	Harmless	Least Concern	LC					public aquariums	0	0	1	benthopelagic		0	30	Temperate		9	Pacific, Eastern Central; Pacific, Northeast	native
Aulostomus_chinensis	Chinese trumpetfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		3	122	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Aulostomus_maculatus	Trumpetfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		2	25	Subtropical			Atlantic, Western Central; Atlantic, Eastern Central; Atlantic, Southwest	native
Aulotrachichthys_prosthemius_M31392	West Pacific luminous roughy	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		90	198	Deep-water			Pacific, Eastern Central; Pacific, Northwest	native
Auxis_rochei_E00673	Bullet tuna	Harmless	Least Concern	LC	highly commercial		yes			0	1	1	pelagic-neritic	oceanodromous	10		Tropical			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Northwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Azurina_hirundo_E00580	Swallow damsel	Harmless	Near Threatened	NT						0	0	1	reef-associated	non-migratory	5	30	Subtropical			Pacific, Eastern Central	endemic
Badis_pyema_N03996		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Bagrus_ubangensis_P02_G12_RG42		Harmless	Least Concern	LC						1	0	0	demersal				Tropical			Africa-Inland Waters	endemic
Bairdiella_chrysoura_E00165	Silver perch	Harmless	Least Concern	LC	minor commercial			usually		1	1	1	demersal				Subtropical			Atlantic, Northwest; Atlantic, Western Central	native
Baldwinella_aureorubens_G01220	Streamer bass	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal		120	610	Subtropical			Atlantic, Western Central; Atlantic, Southwest	native
Baldwinella_vivana_E00338	Red barbier	Harmless	Least Concern	LC						0	0	1	benthopelagic		45	610	Tropical			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Balistapus_undulatus_E00743	Orange-lined triggerfish	Traumatogenic	Not Evaluated	NE	commercial				commercial	0	0	1	reef-associated		2	50	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Balistes_capriscus_E00591	Grey triggerfish	Reports of ciguatera poisoning	Vulnerable	VU	commercial		yes		public aquariums	0	0	1	reef-associated		0	100	Subtropical	6.2		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Balistes_vetula_E00755	Queen triggerfish	Poisonous to eat	Near Threatened	NT	minor commercial		yes		commercial	0	0	1	reef-associated		2	275	Tropical	5.4		Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Indian Ocean, Western; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast	native
Balistoides_conspicillum_E00373	Clown triggerfish	Reports of ciguatera poisoning	Not Evaluated	NE	minor commercial				commercial	0	1	1	reef-associated		1	75	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Banjos_banjos_M01542	Banjofish	Harmless	Not Evaluated	NE	minor commercial					0	0	1	demersal		50	400	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Pacific, Western Central; Pacific, Northwest	native
Banjos_banjos_N01542	Banjofish	Harmless	Not Evaluated	NE	minor commercial					0	0	1	demersal		50	400	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Pacific, Western Central; Pacific, Northwest	native
Barathronus_maculatus_N02779	Spotted gelatinous cusk	Harmless	Not Evaluated	NE	of no interest					0	0	1	bathydemersal		386	1525	Deep-water			Atlantic, Western Central; Pacific, Southwest; Indian Ocean, Western; Pacific, Northwest	questionable
Barbichthys_laevis_I2665-102	Sucker barb	Harmless	Least Concern	LC						1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Barbonymus_gonionotus_I2622-120	Silver barb	Harmless	Least Concern	LC	commercial	commercial			commercial	1	0	0	benthopelagic	potamodromous	15		Tropical			Oceania - Inland waters; Asia - Inland waters	introduced
Barbonymus_schwanenfeldii_I2619-114	Tinfoil barb	Harmless	Least Concern	LC	subsistence fisheries	commercial		occasionally	commercial	1	0	0	benthopelagic	potamodromous			Tropical			America, North - Inland waters; Asia - Inland waters	introduced
Barbourisia_rufa_G01222	Velvet whalefish	Harmless	Least Concern	LC	of no interest					0	0	1	bathydemersal		120	2000	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Northeast	native
Barbus_barbus_I2587-13	Barbel	Other	Least Concern	LC	minor commercial	likely future use	yes		commercial	1	0	0	benthopelagic	potamodromous	10		Temperate	12	15	Africa-Inland Waters; Europe - Inland waters; Asia - Inland waters	introduced
Barbus_compiniei_I2614-41		Harmless	Least Concern	LC						1	0	0	benthopelagic				Tropical				
Barilius_pulchellus_I2710-191		Harmless	Least Concern	LC						1	0	0	benthopelagic				Tropical				
Barilius_tilio_I2553-MTD025		Harmless	Least Concern	LC	commercial					1	0	0	benthopelagic				Tropical				
