items	name	Clade	Family	Order
Brachychalcinus_orbicularis_P1_A01_RG59	Brachychalcinus_orbicularis_P1_A01_RG59	Clade12b	Characidae	Characiformes
Brachygalaxias_bullocki_G01230	Brachygalaxias_bullocki_G01230	Clade17	Galaxiidae	Galaxiiformes
Brachyglanis_sp_P02_A09_RG36	Brachyglanis_sp_P02_A09_RG36	Clade14c	Heptapteridae	Siluriformes
Brachyhypopomus_brevirostris_P1_F09_RG46	Brachyhypopomus_brevirostris_P1_F09_RG46	Clade13	Hypopomidae	Gymnotiformes
Brachyhypopomus_sp_P02_F02_RG78	Brachyhypopomus_sp_P02_F02_RG78	Clade13	Hypopomidae	Gymnotiformes
Brama_brama_E00970	Brama_brama_E00970	Clade36	Bramidae	Scombriformes
Brama_japonica_N05217	Brama_japonica_N05217	Clade36	Bramidae	Scombriformes
Brosmophyciops_pautzkei_E00717	Brosmophyciops_pautzkei_E00717	Clade34a	Bythitidae	Ophidiiformes
Brosmophycis_marginata_N05317	Brosmophycis_marginata_N05317	Clade34a	Bythitidae	Ophidiiformes
Brotula_barbata_E00629	Brotula_barbata_E00629	Clade34b	Ophidiidae	Ophidiiformes
Brotula_multibarbata_E00883	Brotula_multibarbata_E00883	Clade34b	Ophidiidae	Ophidiiformes
Brotulotaenia_crassa_E00659	Brotulotaenia_crassa_E00659	Clade34b	Ophidiidae	Ophidiiformes
Brotulotaenia_nigra_E00817	Brotulotaenia_nigra_E00817	Clade34b	Ophidiidae	Ophidiiformes
Brycinus_grandisquamis_P3_B03_RG23	Brycinus_grandisquamis_P3_B03_RG23	Clade12b	Alestidae	Characiformes
Brycinus_poptae_P3_G06_RG04	Brycinus_poptae_P3_G06_RG04	Clade12b	Alestidae	Characiformes
Bryconalestes_longipinnis_P1_C05_RG81	Bryconalestes_longipinnis_P1_C05_RG81	Clade12b	Alestidae	Characiformes
Bryconamericus_stramineus_P3_C04_RG55	Bryconamericus_stramineus_P3_C04_RG55	Clade12b	Characidae	Characiformes
Bryconops_melanurus_P1_F04_RG45	Bryconops_melanurus_P1_F04_RG45	Clade12b	Iguanodectidae	Characiformes
Bryozoichthys_marjorius_E00442	Bryozoichthys_marjorius_E00442	Clade42	Stichaeidae	Perciformes
Bunocephalus_amaurus_P02_B01_RG31	Bunocephalus_amaurus_P02_B01_RG31	Clade14c	Aspredinidae	Siluriformes
Cabillus_lacertops_E01093	Cabillus_lacertops_E01093	Clade38c	Gobiidae	Gobiiformes
Caenotropus_labyrinthicus_P1_C02_RG67	Caenotropus_labyrinthicus_P1_C02_RG67	Clade12b	Chilodontidae	Characiformes
Caesio_caerulaurea_lunaris_E00920	Caesio_caerulaurea_lunaris_E00920	Clade42	Lutjanidae	Lutjaniformes
Caesio_cuning_N01544	Caesio_cuning_N01544	Clade42	Lutjanidae	Lutjaniformes
Caesio_teres_E00951	Caesio_teres_E00951	Clade42	Lutjanidae	Lutjaniformes
Caesio_varilineata_E00949	Caesio_varilineata_E00949	Clade42	Lutjanidae	Lutjaniformes
Caesio_xanthonota_E00950	Caesio_xanthonota_E00950	Clade42	Lutjanidae	Lutjaniformes
Caffrogobius_caffer_E01056	Caffrogobius_caffer_E01056	Clade38c	Gobiidae	Gobiiformes
Caffrogobius_saldanha_E01057	Caffrogobius_saldanha_E01057	Clade38c	Gobiidae	Gobiiformes
Calamus_calamus_N29934	Calamus_calamus_N29934	Clade42	Sparidae	Spariformes
Calamus_nodosus_M01641	Calamus_nodosus_M01641	Clade42	Sparidae	Spariformes
Calamus_penna_E00762	Calamus_penna_E00762	Clade42	Sparidae	Spariformes
Callanthias_australis_M01721	Callanthias_australis_M01721	Clade42	Callanthiidae	Incertae sedis in Eupercaria
Callichthys_callichthys_P02_G05_RG69	Callichthys_callichthys_P02_G05_RG69	Clade14a	Callichthyidae	Siluriformes
Callionymus_delicatulus	Callionymus_delicatulus	Clade37	Callionymidae	Syngnathiformes
Calliurichthys_grossi	Calliurichthys_grossi	Clade37	Callionymidae	Syngnathiformes
Calliurichthys_scaber	Calliurichthys_scaber	Clade37	Callionymidae	Syngnathiformes
Callorhinchus_milii_G01235	Callorhinchus_milii_G01235	OUTGROUP	OUTGROUP	OUTGROUP
Calotomus_carolinus_N27783	Calotomus_carolinus_N27783	Clade42	Labridae	Labriformes
Campostoma_anomalum_I2557-CKR0263	Campostoma_anomalum_I2557-CKR0263	Clade11d	Leuciscidae	Cypriniformes
Cantherhines_pardalis_pullus_E00887	Cantherhines_pardalis_pullus_E00887	Clade42	Monacanthidae	Tetraodontiformes
Canthidermis_maculata_E00378	Canthidermis_maculata_E00378	Clade42	Balistidae	Tetraodontiformes
Canthigaster_bennetti_E00530	Canthigaster_bennetti_E00530	Clade42	Tetraodontidae	Tetraodontiformes
Canthigaster_jactator_N31165	Canthigaster_jactator_N31165	Clade42	Tetraodontidae	Tetraodontiformes
Canthigaster_valentini_E00853	Canthigaster_valentini_E00853	Clade42	Tetraodontidae	Tetraodontiformes
Capoeta_aculeata_I2615-105	Capoeta_aculeata_I2615-105	Clade11d	Cyprinidae	Cypriniformes
Capros_aper_N05913	Capros_aper_N05913	Clade42	Caproidae	Caproiformes
Caracanthus_maculatus_E00716	Caracanthus_maculatus_E00716	Clade42	Scorpaenidae	Perciformes
Caracanthus_unipinna_E00558	Caracanthus_unipinna_E00558	Clade42	Scorpaenidae	Perciformes
Carangoides_ferdau_E00869	Carangoides_ferdau_E00869	Clade40	Carangidae	Carangiformes
Carangoides_plagiotaenia_E00917	Carangoides_plagiotaenia_E00917	Clade40	Carangidae	Carangiformes
Caranx_crysos_ruber_E00510	Caranx_crysos_ruber_E00510	Clade40	Carangidae	Carangiformes
Caranx_ignobilis_E00574	Caranx_ignobilis_E00574	Clade40	Carangidae	Carangiformes
Caranx_sexfasciatus_E00834	Caranx_sexfasciatus_E00834	Clade40	Carangidae	Carangiformes
Carapus_bermudensis_E00244	Carapus_bermudensis_E00244	Clade34b	Ophidiidae	Ophidiiformes
Carassioides_acuminatus_I2592-57	Carassioides_acuminatus_I2592-57	Clade11d	Cyprinidae	Cypriniformes
Careproctus_melanurus_E00422	Careproctus_melanurus_E00422	Clade42	Liparidae	Perciformes
Careproctus_rastrinus_E00255	Careproctus_rastrinus_E00255	Clade42	Liparidae	Perciformes
Caristius_macropus_N06078	Caristius_macropus_N06078	Clade36	Caristiidae	Scombriformes
Caristius_sp_E00810	Caristius_sp_E00810	Clade36	Caristiidae	Scombriformes
Carnegiella_marthae_P1_D07_RG86	Carnegiella_marthae_P1_D07_RG86	Clade12b	Gasteropelecidae	Characiformes
Cataetyx_rubrirostris_lepidogenys_E00261	Cataetyx_rubrirostris_lepidogenys_E00261	Clade34a	Bythitidae	Ophidiiformes
Catla_catla_I2601-45	Catla_catla_I2601-45	Clade11d	Cyprinidae	Cypriniformes
Catlocarpio_siamensis_I2650-130	Catlocarpio_siamensis_I2650-130	Clade11d	Cyprinidae	Cypriniformes
Catostomus_bernardini_I2603-15	Catostomus_bernardini_I2603-15	Clade11b	Catostomidae	Cypriniformes
Catostomus_cahita_I2586-17	Catostomus_cahita_I2586-17	Clade11b	Catostomidae	Cypriniformes
Catostomus_leopoldi_I2709-190	Catostomus_leopoldi_I2709-190	Clade11b	Catostomidae	Cypriniformes
Catostomus_platyrhynchus_I2575-AUF0183	Catostomus_platyrhynchus_I2575-AUF0183	Clade11b	Catostomidae	Cypriniformes
Catostomus_plebius_I2585-18	Catostomus_plebius_I2585-18	Clade11b	Catostomidae	Cypriniformes
Catostomus_wigginsi_I2708-189	Catostomus_wigginsi_I2708-189	Clade11b	Catostomidae	Cypriniformes
Caulolatilus_intermedius_E00595	Caulolatilus_intermedius_E00595	Clade42	Malacanthidae	Incertae sedis in Eupercaria
Caulolatilus_princeps_E00231	Caulolatilus_princeps_E00231	Clade42	Malacanthidae	Incertae sedis in Eupercaria
Cebidichthys_violaceus_N30217	Cebidichthys_violaceus_N30217	Clade42	Stichaeidae	Perciformes
Centracanthus_cirrus_M01560	Centracanthus_cirrus_M01560	Clade42	Sparidae	Spariformes
Centriscus_scutatus	Centriscus_scutatus	Clade37	Centriscidae	Syngnathiformes
Centroberyx_druzhinini_G01238	Centroberyx_druzhinini_G01238	Clade32a	Berycidae	Beryciformes
Centrogenys_vaigiensis_G01239	Centrogenys_vaigiensis_G01239	Clade42	Centrogenyidae	Incertae sedis in Eupercaria
Centromochlus_heckeli_P02_B06_RG06	Centromochlus_heckeli_P02_B06_RG06	Clade14c	Auchenipteridae	Siluriformes
Centropomus_ensiferus_E00766	Centropomus_ensiferus_E00766	Clade40	Centropomidae	Incertae sedis in Carangaria
Centropomus_medius_E01158	Centropomus_medius_E01158	Clade40	Centropomidae	Incertae sedis in Carangaria
Centropomus_undecimalis_E00194	Centropomus_undecimalis_E00194	Clade40	Centropomidae	Incertae sedis in Carangaria
Centropomus_viridis_E01153	Centropomus_viridis_E01153	Clade40	Centropomidae	Incertae sedis in Carangaria
Centropristis_striata_E00163	Centropristis_striata_E00163	Clade42	Serranidae	Perciformes
Centropyge_bicolor_E00550	Centropyge_bicolor_E00550	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Centropyge_loricula_E00284	Centropyge_loricula_E00284	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Centropyge_nox_E00542	Centropyge_nox_E00542	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Cephalopholis_argus_E00868	Cephalopholis_argus_E00868	Clade42	Serranidae	Perciformes
Cephalopholis_fulva_E00771	Cephalopholis_fulva_E00771	Clade42	Serranidae	Perciformes
Cephalopholis_miniata_E00838	Cephalopholis_miniata_E00838	Clade42	Serranidae	Perciformes
Cephalosilurus_sp_P1_A10_RG54	Cephalosilurus_sp_P1_A10_RG54	Clade14c	Pseudopimelodidae	Siluriformes
Cepola_macrophthalma_M01566	Cepola_macrophthalma_M01566	Clade42	Cepolidae	Priacanthiformes
Cepola_schlegelii_N06269	Cepola_schlegelii_N06269	Clade42	Cepolidae	Priacanthiformes
Ceratias_holboelli_E00175	Ceratias_holboelli_E00175	Clade42	Ceratiidae	Lophiiformes
Ceratias_sp_E00160	Ceratias_sp_E00160	Clade42	Ceratiidae	Lophiiformes
Ceratobranchia_obtusirostris_P1_C06_RG03	Ceratobranchia_obtusirostris_P1_C06_RG03	Clade12b	Characidae	Characiformes
Ceratoscopelus_maderensis_E00048	Ceratoscopelus_maderensis_E00048	Clade24	Myctophidae	Myctophiformes
Ceratoscopelus_warmingii_E00495	Ceratoscopelus_warmingii_E00495	Clade24	Myctophidae	Myctophiformes
Cercamia_eremia_E00546	Cercamia_eremia_E00546	Clade38a	Apogonidae	Kurtiformes
Cerdale_floridana_E00113	Cerdale_floridana_E00113	Clade38c	Gobiidae	Gobiiformes
Cetomimus_craneae_E01116	Cetomimus_craneae_E01116	Clade32b	Cetomimidae	Beryciformes
Cetomimus_sp_G01240	Cetomimus_sp_G01240	Clade32b	Cetomimidae	Beryciformes
Cetopsis_plumbea_P1_E11_RG13	Cetopsis_plumbea_P1_E11_RG13	Clade14c	Cetopsidae	Siluriformes
Cetopsorhamdia_insidiosa_P1_C10_RG47	Cetopsorhamdia_insidiosa_P1_C10_RG47	Clade14c	Heptapteridae	Siluriformes
Cetoscarus_bicolor_E00566	Cetoscarus_bicolor_E00566	Clade42	Labridae	Labriformes
Cetostoma_regani_E01060	Cetostoma_regani_E01060	Clade32b	Cetomimidae	Beryciformes
Chaenopsis_sp_alepidota_E00313	Chaenopsis_sp_alepidota_E00313	Clade41	Chaenopsidae	Blenniiformes
Chaetodipterus_faber_E00614	Chaetodipterus_faber_E00614	Clade42	Ephippidae	Ephippiformes
Chaetodon_auriga_E00921	Chaetodon_auriga_E00921	Clade42	Chaetodontidae	Chaetodontiformes
Chaetodon_capistratus_E00205	Chaetodon_capistratus_E00205	Clade42	Chaetodontidae	Chaetodontiformes
Chaetodon_ocellatus_E00752	Chaetodon_ocellatus_E00752	Clade42	Chaetodontidae	Chaetodontiformes
Chaetodon_ornatissimus_G01243	Chaetodon_ornatissimus_G01243	Clade42	Chaetodontidae	Chaetodontiformes
Chaetodon_plebeius_E00573	Chaetodon_plebeius_E00573	Clade42	Chaetodontidae	Chaetodontiformes
Chaetodon_reticulatus_E00719	Chaetodon_reticulatus_E00719	Clade42	Chaetodontidae	Chaetodontiformes
Chaetodon_striatus_E00753	Chaetodon_striatus_E00753	Clade42	Chaetodontidae	Chaetodontiformes
Chaetodontoplus_melanosoma_G01244	Chaetodontoplus_melanosoma_G01244	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Chaetostoma_breve_P1_B10_RG55	Chaetostoma_breve_P1_B10_RG55	Clade14a	Loricariidae	Siluriformes
Chagunius_chagunio_I2591-46	Chagunius_chagunio_I2591-46	Clade11d	Cyprinidae	Cypriniformes
Chalceus_epakros_P1_A08_RG16	Chalceus_epakros_P1_A08_RG16	Clade12b	Chalceidae	Characiformes
Champsodon_snyderi_N06574	Champsodon_snyderi_N06574	Clade42	Champsodontidae	Pempheriformes
Channa_lucius_N06615	Channa_lucius_N06615	Clade39a	Channidae	Anabantiformes
Channa_melasoma_N06621	Channa_melasoma_N06621	Clade39a	Channidae	Anabantiformes
Channa_striata_E01133	Channa_striata_E01133	Clade39a	Channidae	Anabantiformes
Channallabes_apus_P02_D10_RG08	Channallabes_apus_P02_D10_RG08	Clade14c	Clariidae	Siluriformes
Chanodichthys_erythropterus_I2617-110	Chanodichthys_erythropterus_I2617-110	Clade11d	Xenocyprididae	Cypriniformes
Chanos_chanos_E00345	Chanos_chanos_E00345	Clade10	Chanidae	Gonorynchiformes
Characidium_fasciadorsale_P1_D03_RG30	Characidium_fasciadorsale_P1_D03_RG30	Clade12b	Crenuchidae	Characiformes
Characidium_purpuratum_P1_E07_RG44	Characidium_purpuratum_P1_E07_RG44	Clade12b	Crenuchidae	Characiformes
Characidium_zebra_P1_C01_RG65	Characidium_zebra_P1_C01_RG65	Clade12b	Crenuchidae	Characiformes
Chascanopsetta_lugubris_E01181	Chascanopsetta_lugubris_E01181	Clade40	Bothidae	Pleuronectiformes
Chauliodus_macouni_danae_E00426	Chauliodus_macouni_danae_E00426	Clade21	Stomiidae	Stomiatiformes
Chauliodus_sloani_E00678	Chauliodus_sloani_E00678	Clade21	Stomiidae	Stomiatiformes
Chaunax_stigmaeus_E01121	Chaunax_stigmaeus_E01121	Clade42	Chaunacidae	Lophiiformes
Chaunax_suttkusi_E01117	Chaunax_suttkusi_E01117	Clade42	Chaunacidae	Lophiiformes
Cheilinus_chlorourus_E00907	Cheilinus_chlorourus_E00907	Clade42	Labridae	Labriformes
Cheilinus_fasciatus_E00876	Cheilinus_fasciatus_E00876	Clade42	Labridae	Labriformes
Cheilinus_oxycephalus_E00901	Cheilinus_oxycephalus_E00901	Clade42	Labridae	Labriformes
Cheilio_inermis_E00906	Cheilio_inermis_E00906	Clade42	Labridae	Labriformes
Cheilodactylus_fasciatus_E00795	Cheilodactylus_fasciatus_E00795	Clade42	Cheilodactylidae	Centrarchiformes
Cheilodactylus_pixi_E00797	Cheilodactylus_pixi_E00797	Clade42	Cheilodactylidae	Centrarchiformes
Cheilodactylus_variegatus_N07699	Cheilodactylus_variegatus_N07699	Clade42	Cheilodactylidae	Centrarchiformes
Cheilodipterus_isostigmus_E00528	Cheilodipterus_isostigmus_E00528	Clade38a	Apogonidae	Kurtiformes
Cheilodipterus_quinquelineatus_G01247	Cheilodipterus_quinquelineatus_G01247	Clade38a	Apogonidae	Kurtiformes
Cheilopogon_dorsomacula_E00624	Cheilopogon_dorsomacula_E00624	Clade41	Exocoetidae	Beloniformes
Cheilopogon_melanurus_N14975	Cheilopogon_melanurus_N14975	Clade41	Exocoetidae	Beloniformes
Cheilopogon_pinnatibarbatus_E00399	Cheilopogon_pinnatibarbatus_E00399	Clade41	Exocoetidae	Beloniformes
Cheilotrema_saturnum_E00118	Cheilotrema_saturnum_E00118	Clade42	Sciaenidae	Incertae sedis in Eupercaria
Cheimarrichthys_fosteri_N07713	Cheimarrichthys_fosteri_N07713	Clade42	Cheimarrichthyidae	Uranoscopiformes
Cheimerius_nufar_M01642	Cheimerius_nufar_M01642	Clade42	Sparidae	Spariformes
Cheirodon_axelrodi_P3_A01_RG59	Cheirodon_axelrodi_P3_A01_RG59	Clade12b	Characidae	Characiformes
Chela_cachius_I2546-MTD014	Chela_cachius_I2546-MTD014	Clade11d	Danionidae	Cypriniformes
Chela_caeruleostigmata_I2634-29	Chela_caeruleostigmata_I2634-29	Clade11d	Danionidae	Cypriniformes
Chela_dadiburjori_I2682-159	Chela_dadiburjori_I2682-159	Clade11d	Danionidae	Cypriniformes
Chelaethiops_bibie_I2677-153	Chelaethiops_bibie_I2677-153	Clade11d	Danionidae	Cypriniformes
Chelmon_rostratus_G01248	Chelmon_rostratus_G01248	Clade42	Chaetodontidae	Chaetodontiformes
Chelon_macrolepis_E00845	Chelon_macrolepis_E00845	Clade41	Mugilidae	Mugiliformes
Chiasmodon_niger_E01115	Chiasmodon_niger_E01115	Clade36	Chiasmodontidae	Scombriformes
Chiasmodon_sp_N33662	Chiasmodon_sp_N33662	Clade36	Chiasmodontidae	Scombriformes
Chilara_taylori_E00260	Chilara_taylori_E00260	Clade34b	Ophidiidae	Ophidiiformes
Chiloglanis_occidentalis_P02_E11_RG13	Chiloglanis_occidentalis_P02_E11_RG13	Clade14c	Mochokidae	Siluriformes
Chilomycterus_schoepfii_E00517	Chilomycterus_schoepfii_E00517	Clade42	Diodontidae	Tetraodontiformes
Chionobathyscus_dewitti_G01250	Chionobathyscus_dewitti_G01250	Clade42	Channichthyidae	Perciformes
Chionodraco_rastrospinosus_E00156	Chionodraco_rastrospinosus_E00156	Clade42	Channichthyidae	Perciformes
Chirocentrus_dorab_G01251	Chirocentrus_dorab_G01251	Clade08b	Chirocentridae	Clupeiformes
Chirodactylus_brachydactylus_E00796	Chirodactylus_brachydactylus_E00796	Clade42	Cheilodactylidae	Centrarchiformes
Chirodactylus_jessicalenorum_E00585	Chirodactylus_jessicalenorum_E00585	Clade42	Cheilodactylidae	Centrarchiformes
Chironemus_georgianus_M01569	Chironemus_georgianus_M01569	Clade42	Chironemidae	Centrarchiformes
Chironemus_maculosus_M01570	Chironemus_maculosus_M01570	Clade42	Chironemidae	Centrarchiformes
Chirostomias_pliopterus_E01000	Chirostomias_pliopterus_E01000	Clade21	Stomiidae	Stomiatiformes
Chitala_chitala_G01252	Chitala_chitala_G01252	Clade07b	Notopteridae	Osteoglossiformes
Chitala_ornata_G01253	Chitala_ornata_G01253	Clade07b	Notopteridae	Osteoglossiformes
Chitonotus_pugetensis_E00233	Chitonotus_pugetensis_E00233	Clade42	Psychrolutidae	Perciformes
Chlorophthalmus_agassizi_E00045	Chlorophthalmus_agassizi_E00045	Clade23	Chlorophthalmidae	Aulopiformes
Chloroscombrus_chrysurus_E00763	Chloroscombrus_chrysurus_E00763	Clade40	Carangidae	Carangiformes
Chlorurus_gibbus_E00561	Chlorurus_gibbus_E00561	Clade42	Labridae	Labriformes
Chlorurus_sordidus_E00837	Chlorurus_sordidus_E00837	Clade42	Labridae	Labriformes
Choeroichthys_sculptus	Choeroichthys_sculptus	Clade37	Syngnathidae	Syngnathiformes
Chologaster_cornuta_G01254	Chologaster_cornuta_G01254	Clade26	Amblyopsidae	Percopsiformes
Chromis_atripectoralis_E00238	Chromis_atripectoralis_E00238	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Chromis_cyanea_E00201	Chromis_cyanea_E00201	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Chromis_dimidiata_E00851	Chromis_dimidiata_E00851	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Chrosomus_eos_I2558-CKR0646	Chrosomus_eos_I2558-CKR0646	Clade11d	Leuciscidae	Cypriniformes
Chrysichthys_cranchii_P02_E05_RG94	Chrysichthys_cranchii_P02_E05_RG94	Clade14c	Claroteidae	Siluriformes
Chrysiptera_taupou_E00564	Chrysiptera_taupou_E00564	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Chrysoblephus_laticeps_M01644	Chrysoblephus_laticeps_M01644	Clade42	Sparidae	Spariformes
Cichla_temensis_G01256	Cichla_temensis_G01256	Clade41	Cichlidae	Cichliformes
Cirrhilabrus_katherinae_E00728	Cirrhilabrus_katherinae_E00728	Clade42	Labridae	Labriformes
Cirrhilabrus_punctatus_E00553	Cirrhilabrus_punctatus_E00553	Clade42	Labridae	Labriformes
Cirrhinus_cirrhosus_I2606-27	Cirrhinus_cirrhosus_I2606-27	Clade11d	Cyprinidae	Cypriniformes
Cirrhinus_microlepis_I2651-131	Cirrhinus_microlepis_I2651-131	Clade11d	Cyprinidae	Cypriniformes
Cirrhitichthys_falco_N09466	Cirrhitichthys_falco_N09466	Clade42	Cirrhitidae	Centrarchiformes
Cirrhitichthys_oxycephalus_E00884	Cirrhitichthys_oxycephalus_E00884	Clade42	Cirrhitidae	Centrarchiformes
Cirripectes_castaneus_E00892	Cirripectes_castaneus_E00892	Clade41	Blenniidae	Blenniiformes
Cirripectes_filamentosus_E00893	Cirripectes_filamentosus_E00893	Clade41	Blenniidae	Blenniiformes
Cirripectes_quagga_E00330	Cirripectes_quagga_E00330	Clade41	Blenniidae	Blenniiformes
Cirripectes_stigmaticus_E00520	Cirripectes_stigmaticus_E00520	Clade41	Blenniidae	Blenniiformes
Citharichthys_arctifrons_E00043	Citharichthys_arctifrons_E00043	Clade40	Cyclopsettidae	Pleuronectiformes
Citharichthys_sordidus_E00446	Citharichthys_sordidus_E00446	Clade40	Cyclopsettidae	Pleuronectiformes
Citharinus_congicus_P3_C03_RG63	Citharinus_congicus_P3_C03_RG63	Clade12a	Citharinidae	Characiformes
Citharinus_gibbosus_P3_E07_RG71	Citharinus_gibbosus_P3_E07_RG71	Clade12a	Citharinidae	Characiformes
Citharoides_macrolepis_E00071	Citharoides_macrolepis_E00071	Clade40	Citharidae	Pleuronectiformes
Citharus_linguatula_E01174	Citharus_linguatula_E01174	Clade40	Citharidae	Pleuronectiformes
Clepticus_parrae_E00015	Clepticus_parrae_E00015	Clade42	Labridae	Labriformes
Clinostomus_funduloides_I2584-MT0196	Clinostomus_funduloides_I2584-MT0196	Clade11d	Leuciscidae	Cypriniformes
Clinus_cottoides_E00804	Clinus_cottoides_E00804	Clade41	Clinidae	Blenniiformes
Clinus_superciliosus_E00803	Clinus_superciliosus_E00803	Clade41	Clinidae	Blenniiformes
Clupisoma_garua_P1_D11_RG58	Clupisoma_garua_P1_D11_RG58	Clade14c	Ailiidae	Siluriformes
Cobitis_biwae_I2683-160	Cobitis_biwae_I2683-160	Clade11c	Cobitidae	Cypriniformes
Coccorella_atlantica_E00669	Coccorella_atlantica_E00669	Clade23	Evermannellidae	Aulopiformes
Coccotropsis_gymnoderma_E00801	Coccotropsis_gymnoderma_E00801	Clade42	Tetrarogidae	Perciformes
Coelorinchus_caelorhincus_E00579	Coelorinchus_caelorhincus_E00579	Clade29	Macrouridae	Gadiformes
Coelorinchus_caribbaeus_E00519	Coelorinchus_caribbaeus_E00519	Clade29	Macrouridae	Gadiformes
Coilia_nasus_G01260	Coilia_nasus_G01260	Clade08b	Engraulidae	Clupeiformes
Cololabis_saira_E00192	Cololabis_saira_E00192	Clade41	Belonidae	Beloniformes
Colossoma_macropomum_P02_E06_RG35	Colossoma_macropomum_P02_E06_RG35	Clade12b	Serrasalmidae	Characiformes
Conger_oceanicus_G01261	Conger_oceanicus_G01261	Clade06d	Congridae	Anguilliformes
Congrogadus_subducens_G01262	Congrogadus_subducens_G01262	Clade41	Congrogadidae	Incertae sedis in Ovalentaria
Conodon_nobilis_E00613	Conodon_nobilis_E00613	Clade42	Haemulidae	Lutjaniformes
Coregonus_clupeaformis_G01263	Coregonus_clupeaformis_G01263	Clade19	Salmonidae	Salmoniformes
Coreoleuciscus_splendidus_I2652-132	Coreoleuciscus_splendidus_I2652-132	Clade11d	Gobionidae	Cypriniformes
Coreoperca_whiteheadi_G01264	Coreoperca_whiteheadi_G01264	Clade42	Sinipercidae	Centrarchiformes
Coris_batuensis_N18137	Coris_batuensis_N18137	Clade42	Labridae	Labriformes
Coris_caudimacula_E00861	Coris_caudimacula_E00861	Clade42	Labridae	Labriformes
Coris_formosa_E00912	Coris_formosa_E00912	Clade42	Labridae	Labriformes
Coris_gaimard_E00091	Coris_gaimard_E00091	Clade42	Labridae	Labriformes
Corvula_sanctaeluciae_E01047	Corvula_sanctaeluciae_E01047	Clade42	Sciaenidae	Incertae sedis in Eupercaria
Coryphaena_hippurus_E00937	Coryphaena_hippurus_E00937	Clade40	Coryphaenidae	Carangiformes
Coryphaenoides_acrolepis_E00428	Coryphaenoides_acrolepis_E00428	Clade29	Macrouridae	Gadiformes
Coryphaenoides_armatus_M20312	Coryphaenoides_armatus_M20312	Clade29	Macrouridae	Gadiformes
Coryphaenoides_cinereus_E00418	Coryphaenoides_cinereus_E00418	Clade29	Macrouridae	Gadiformes
Coryphaenoides_rupestris_E00676	Coryphaenoides_rupestris_E00676	Clade29	Macrouridae	Gadiformes
Coryphopterus_glaucofraenum_E00100	Coryphopterus_glaucofraenum_E00100	Clade38c	Gobiidae	Gobiiformes
