Group	FishBase_ID	CLADE	Family	Infraorder	Suborder	Order	Superorder	Subseries	Series	Subdivision	Division	Subsection	Section	Infracohort	Subcohort	Cohort	Supercohort	Megacohort	Infraclass	Subclass	Class	Superclass	Megaclass	Validity	Examined_not_examined	Monophyly	fb_url	sci_name	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	foa_url	fao_area	fao_status
Hypostomus_taphorni_P02_B03_RG02	Hypostomus-taphorni	Clade14a	Loricariidae	NA	Loricarioidei	Siluriformes	Siluriphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypostomus-taphorni.html	Hypostomus taphorni (Lilyestrom,  1984)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=57608&GenusName=Hypostomus&SpeciesName=taphorni&fc=157&StockCode=47149&Scientific=Hypostomus+taphorni	America, South - Inland waters	endemic
Hypsagonus_quadricornis_E00269	Hypsagonus-quadricornis	Clade42	Agonidae	Cottales	Cottoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypsagonus-quadricornis.html	Hypsagonus quadricornis (Valenciennes,  1829)	Fourhorn poacher	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	non-migratory	0	452	Temperate	24.00 g	7 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=4164&GenusName=Hypsagonus&SpeciesName=quadricornis&fc=283&StockCode=4360&Scientific=Hypsagonus+quadricornis	Pacific, Northwest; Pacific, Northeast	native
Hypselognathus_rostratus	Hypselognathus-rostratus	Clade37	Syngnathidae	NA	Syngnathoidei	Syngnathiformes	NA	NA	Syngnatharia	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypselognathus-rostratus.html	Hypselognathus rostratus (Waite  &  Hale,  1921)	Knife-snouted pipefish	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	demersal	NA	NA	NA	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=46150&GenusName=Hypselognathus&SpeciesName=rostratus&fc=258&StockCode=38896&Scientific=Hypselognathus+rostratus	Indian Ocean, Eastern	endemic
Hypsoblennius_hentz_E00289	Hypsoblennius-hentz	Clade41	Blenniidae	NA	NA	Blenniiformes	Blenniimorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypsoblennius-hentz.html	Hypsoblennius hentz (Lesueur,  1825)	Feather blenny	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	reef-associated	NA	NA	NA	Temperate	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3763&GenusName=Hypsoblennius&SpeciesName=hentz&fc=392&StockCode=3959&Scientific=Hypsoblennius+hentz	Atlantic, Northwest; Atlantic, Western Central	native
Hypsopsetta_guttulata_E00022	Hypsopsetta-guttulata	Clade40	Pleuronectidae	NA	Pleuronectoidei	Pleuronectiformes	NA	NA	Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypsopsetta-guttulata.html	Hypsopsetta guttulata (Girard,  1856)	Diamond turbot	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine;brackish	demersal	NA	1	50	Subtropical	NA	9 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=4241&GenusName=Hypsopsetta&SpeciesName=guttulata&fc=440&StockCode=4437&Scientific=Hypsopsetta+guttulata	Pacific, Eastern Central	endemic
Hypsypops_rubicundus_E00459	Hypsypops-rubicundus	Clade41	Pomacentridae	NA	NA	Incertae sedis in Ovalentaria	NA	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Hypsypops-rubicundus.html	Hypsypops rubicundus (Girard,  1854)	Garibaldi damselfish	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	reef-associated	non-migratory	0	30	Subtropical	NA	20 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=3648&GenusName=Hypsypops&SpeciesName=rubicundus&fc=350&StockCode=3844&Scientific=Hypsypops+rubicundus	Pacific, Eastern Central	endemic
Icelinus_filamentosus_E00277	Icelinus-filamentosus	Clade42	Psychrolutidae	Cottales	Cottoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Icelinus-filamentosus.html	Icelinus filamentosus Gilbert,  1890	Threadfin sculpin	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	demersal	NA	18	800	Temperate	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=4102&GenusName=Icelinus&SpeciesName=filamentosus&fc=277&StockCode=4298&Scientific=Icelinus+filamentosus	Pacific, Eastern Central; Pacific, Northeast	native
Icelinus_quadriseriatus_E00228	Icelinus-quadriseriatus	Clade42	Psychrolutidae	Cottales	Cottoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Icelinus-quadriseriatus.html	Icelinus quadriseriatus (Lockington,  1880)	Yellowchin sculpin	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	NA	6	201	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=4105&GenusName=Icelinus&SpeciesName=quadriseriatus&fc=277&StockCode=4301&Scientific=Icelinus+quadriseriatus	Pacific, Eastern Central	endemic
Ichthyborus_ornatus_P3_G05_RG44	Ichthyborus-ornatus	Clade12a	Distichodontidae	NA	Citharinoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Ichthyborus-ornatus.html	Ichthyborus ornatus (Boulenger,  1899)	NA	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	pelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=11225&GenusName=Ichthyborus&SpeciesName=ornatus&fc=671&StockCode=11550&Scientific=Ichthyborus+ornatus	Africa-Inland Waters	endemic
Ichthyoelephas_longirostris_P3_B06_RG02	Ichthyoelephas-longirostris	Clade12b	Prochilodontidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Ichthyoelephas-longirostris.html	Ichthyoelephas longirostris (Steindachner,  1879)	NA	Harmless	Vulnerable 	VU	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=51423&GenusName=Ichthyoelephas&SpeciesName=longirostris&fc=598&StockCode=42998&Scientific=Ichthyoelephas+longirostris	America, South - Inland waters	endemic
Icichthys_lockingtoni_E00387	Icichthys-lockingtoni	Clade36	Centrolophidae	NA	NA	Scombriformes	NA	NA	Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic	https://www.fishbase.se/summary/Icichthys-lockingtoni.html	Icichthys lockingtoni Jordan  &  Gilbert,  1880	Medusafish	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	pelagic-oceanic	NA	0	900	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3922&GenusName=Icichthys&SpeciesName=lockingtoni&fc=421&StockCode=4118&Scientific=Icichthys+lockingtoni	Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Icosteus_aenigmaticus_G01336	Icosteus-aenigmaticus	Clade36	Icosteidae	NA	NA	Scombriformes	NA	NA	Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic	https://www.fishbase.se/summary/Icosteus-aenigmaticus.html	Icosteus aenigmaticus Lockington,  1880	Ragfish	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	bathypelagic	NA	0	1420	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3929&GenusName=Icosteus&SpeciesName=aenigmaticus&fc=400&StockCode=4125&Scientific=Icosteus+aenigmaticus	Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Ictiobus_niger_I2706-187	Ictiobus-niger	Clade11b	Catostomidae	NA	Catostomoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Ictiobus-niger.html	Ictiobus niger (Rafinesque,  1819)	Black buffalo	Harmless	Least Concern 	LC	minor commercial	commercial	yes	NA	NA	Freshwater	demersal	NA	NA	NA	Subtropical	28.7 kg	24 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=2994&GenusName=Ictiobus&SpeciesName=niger&fc=125&StockCode=3190&Scientific=Ictiobus+niger	America, North - Inland waters; Europe - Inland waters; Asia - Inland waters	native
Idiotropiscis_lumnitzeri	Idiotropiscis-lumnitzeri	Clade37	Syngnathidae	NA	Syngnathoidei	Syngnathiformes	NA	NA	Syngnatharia	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Idiotropiscis-lumnitzeri.html	Idiotropiscis lumnitzeri Kuiter,  2004	Sydneys pygmy pipehorse	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	reef-associated	non-migratory	6	30	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=62171&GenusName=Idiotropiscis&SpeciesName=lumnitzeri&fc=258&StockCode=52131&Scientific=Idiotropiscis+lumnitzeri	Pacific, Southwest	endemic
Ijimaia_antillarum_E00685	Ijimaia-antillarum	Clade22	Ateleopodidae	NA	NA	Ateleopodiformes	NA	NA	NA	NA	NA	NA	NA	Ateleopodia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Ijimaia-antillarum.html	Ijimaia antillarum Howell Rivero,  1935	NA	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	demersal	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=54014&GenusName=Ijimaia&SpeciesName=antillarum&fc=228&StockCode=44796&Scientific=Ijimaia+antillarum	Atlantic, Western Central	endemic
Ijimaia_loppei_M03698	Ijimaia-loppei	Clade22	Ateleopodidae	NA	NA	Ateleopodiformes	NA	NA	NA	NA	NA	NA	NA	Ateleopodia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Ijimaia-loppei.html	Ijimaia loppei Roule,  1922	Loppes tadpole fish	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathydemersal	NA	200	700	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=8088&GenusName=Ijimaia&SpeciesName=loppei&fc=228&StockCode=8398&Scientific=Ijimaia+loppei	Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast	questionable
Ilisha_elongata_G01338	Ilisha-elongata	Clade08b	Pristigasteridae	NA	Clupeoidei	Clupeiformes	NA	NA	NA	NA	NA	NA	NA	NA	Clupei	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Ilisha-elongata.html	Ilisha elongata (Anonymous [Bennett],  1830)	Elongate ilisha	Harmless	Least Concern 	LC	highly commercial	NA	NA	NA	NA	Marine;brackish	pelagic-neritic	NA	5	NA	Tropical	140.00 g	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=1627&GenusName=Ilisha&SpeciesName=elongata&fc=620&StockCode=1820&Scientific=Ilisha+elongata	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Imparfinis_hasemani_P02_B04_RG20	Imparfinis-hasemani	Clade14c	Heptapteridae	NA	Siluroidei	Siluriformes	Siluriphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Imparfinis-hasemani.html	Imparfinis hasemani Steindachner,  1915	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=57676&GenusName=Imparfinis&SpeciesName=hasemani&fc=596&StockCode=47196&Scientific=Imparfinis+hasemani	America, South - Inland waters	endemic
Indostomus_crocodilus_N17863	Indostomus-crocodilus	Clade39b	Indostomidae	NA	Indostomoidei	Synbranchiformes	NA	NA	Anabantaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Indostomus-crocodilus.html	Indostomus crocodilus Britz  &  Kottelat,  1999	NA	Harmless	Vulnerable 	VU	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=58213&GenusName=Indostomus&SpeciesName=crocodilus&fc=205&StockCode=47833&Scientific=Indostomus+crocodilus	Asia - Inland waters	endemic
Indostomus_paradoxus_E01156	Indostomus-paradoxus	Clade39b	Indostomidae	NA	Indostomoidei	Synbranchiformes	NA	NA	Anabantaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Indostomus-paradoxus.html	Indostomus paradoxus Prashad  &  Mukerji,  1929	Pipe fish	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	commercial	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=4321&GenusName=Indostomus&SpeciesName=paradoxus&fc=205&StockCode=4544&Scientific=Indostomus+paradoxus	Asia - Inland waters	endemic
Inlecypris_auropurpurea_I2626-7	Inlecypris-auropurpurea	Clade11d	Danionidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Inlecypris-auropurpurea.html	Devario auropurpureus (Annandale,  1918)	NA	Harmless	Endangered 	EN	of no interest	NA	NA	NA	commercial	Freshwater	pelagic	NA	NA	NA	Tropical	NA	NA	NA	NA	NA
Ipnops_sp_G01523	Ipnops-sp	Clade23	Ipnopidae	NA	Alepisauroidei	Aulopiformes	NA	NA	NA	NA	NA	NA	Cyclosquamata	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed	https://www.fishbase.se/summary/Ipnops-sp.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iracundus_signifer_E00583	Iracundus-signifer	Clade42	Scorpaenidae	NA	Scorpaenoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed	https://www.fishbase.se/summary/Iracundus-signifer.html	Iracundus signifer Jordan  &  Evermann,  1903	Decoy scorpionfish	Venomous 	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	reef-associated	non-migratory	20	110	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=7780&GenusName=Iracundus&SpeciesName=signifer&fc=264&StockCode=8090&Scientific=Iracundus+signifer	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Iso_sp_E00145	Iso-sp	Clade41	Isonidae	NA	Atherinoidei	Atheriniformes	Atherinomorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic	https://www.fishbase.se/summary/Iso-sp.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Isopsetta_isolepis_E00018	Isopsetta-isolepis	Clade40	Pleuronectidae	NA	Pleuronectoidei	Pleuronectiformes	NA	NA	Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Isopsetta-isolepis.html	Isopsetta isolepis (Lockington,  1880)	Butter sole	Harmless	Not Evaluated	NA	minor commercial	NA	yes	NA	NA	Marine	demersal	oceanodromous	20	425	Temperate	NA	11 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=4242&GenusName=Isopsetta&SpeciesName=isolepis&fc=440&StockCode=4438&Scientific=Isopsetta+isolepis	Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Istiblennius_dussumieri_E00556	Istiblennius-dussumieri	Clade41	Blenniidae	NA	NA	Blenniiformes	Blenniimorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Istiblennius-dussumieri.html	Istiblennius dussumieri (Valenciennes,  1836)	Streaky rockskipper	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine;brackish	reef-associated	NA	0	3	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=7562&GenusName=Istiblennius&SpeciesName=dussumieri&fc=392&StockCode=7866&Scientific=Istiblennius+dussumieri	Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Istigobius_decoratus_E01078	Istigobius-decoratus	Clade38c	Gobiidae	NA	Gobioidei	Gobiiformes	NA	NA	Gobiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Istigobius-decoratus.html	Istigobius decoratus (Herre,  1927)	Decorated goby	Harmless	Least Concern 	LC	NA	NA	NA	NA	commercial	Marine	reef-associated	NA	1	25	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=4328&GenusName=Istigobius&SpeciesName=decoratus&fc=405&StockCode=4516&Scientific=Istigobius+decoratus	Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Istigobius_ornatus_E01107	Istigobius-ornatus	Clade38c	Gobiidae	NA	Gobioidei	Gobiiformes	NA	NA	Gobiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Istigobius-ornatus.html	Istigobius ornatus (Rüppell,  1830)	Ornate goby	Harmless	Least Concern 	LC	NA	NA	NA	NA	commercial	Marine;brackish	reef-associated	NA	0	5	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=4322&GenusName=Istigobius&SpeciesName=ornatus&fc=405&StockCode=4511&Scientific=Istigobius+ornatus	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Istiophorus_platypterus_E00695	Istiophorus-platypterus	Clade40	Istiophoridae	NA	NA	Istiophoriformes	NA	NA	Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Istiophorus-platypterus.html	Istiophorus platypterus (Shaw,  1792)	Indo-Pacific sailfish	Harmless	Least Concern 	LC	commercial	NA	yes	NA	NA	Marine	pelagic-oceanic	oceanodromous	0	200	Subtropical	100.2 kg	13 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=77&GenusName=Istiophorus&SpeciesName=platypterus&fc=419&StockCode=87&Scientific=Istiophorus+platypterus	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Ituglanis_amazonicus_P02_C01_RG65	Ituglanis-amazonicus	Clade14a	Trichomycteridae	NA	Loricarioidei	Siluriformes	Siluriphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Ituglanis-amazonicus.html	Ituglanis amazonicus (Steindachner,  1882)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=48663&GenusName=Ituglanis&SpeciesName=amazonicus&fc=155&StockCode=40880&Scientific=Ituglanis+amazonicus	America, South - Inland waters	endemic
Jenkinsia_lamprotaenia_G01339	Jenkinsia-lamprotaenia	Clade08b	Clupeidae	NA	Clupeoidei	Clupeiformes	NA	NA	NA	NA	NA	NA	NA	NA	Clupei	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed	https://www.fishbase.se/summary/Jenkinsia-lamprotaenia.html	Jenkinsia lamprotaenia (Gosse,  1851)	Dwarf round herring	Harmless	Least Concern 	LC	minor commercial	NA	NA	usually	NA	Marine	reef-associated	NA	0	50	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=1461&GenusName=Jenkinsia&SpeciesName=lamprotaenia&fc=43&StockCode=1654&Scientific=Jenkinsia+lamprotaenia	Atlantic, Western Central	endemic
